Country,Code,Year,CO2Emissions
Africa,,1968,257384030
Africa,,1969,277916000
Africa,,1970,302623900
Africa,,1971,331861400
Africa,,1972,351871100
Africa,,1973,378003360
Africa,,1974,388389600
Africa,,1975,387265120
Africa,,1976,420141100
Africa,,1977,433115100
Africa,,1978,462487070
Africa,,1979,499060700
Africa,,1980,535678370
Africa,,1981,548570700
Africa,,1982,571727200
Africa,,1983,594561000
Africa,,1984,649325060
Africa,,1985,665686400
Africa,,1986,689698050
Africa,,1987,689703300
Africa,,1988,724696800
Africa,,1989,697796860
Africa,,1990,658281400
Africa,,1991,687829100
Africa,,1992,666901500
Africa,,1993,706661500
Africa,,1994,790281400
Africa,,1995,844556600
Africa,,1996,872320830
Africa,,1997,893989200
Africa,,1998,912442100
Africa,,1999,899677440
Africa,,2000,930042600
Africa,,2001,919542850
Africa,,2002,899274200
Africa,,2003,988565440
Africa,,2004,1044866750
Africa,,2005,1063180000
Africa,,2006,1092165900
Africa,,2007,1122721400
Africa,,2008,1175619600
Africa,,2009,1173163400
Africa,,2010,1215373700
Africa,,2011,1255083900
Africa,,2012,1255851500
Africa,,2013,1265469700
Africa,,2014,1344915500
Africa,,2015,1319787300
Africa,,2016,1355493500
Africa,,2017,1369709700
Africa,,2018,1357075100
Africa,,2019,1457568100
Africa,,2020,1356435700
Africa,,2021,1435214100
Africa,,2022,1416626600
Asia,,1750,0
Asia,,1751,0
Asia,,1752,0
Asia,,1753,0
Asia,,1754,0
Asia,,1755,0
Asia,,1756,0
Asia,,1757,0
Asia,,1758,0
Asia,,1759,0
Asia,,1760,0
Asia,,1761,0
Asia,,1762,0
Asia,,1763,0
Asia,,1764,0
Asia,,1765,0
Asia,,1766,0
Asia,,1767,0
Asia,,1768,0
Asia,,1769,0
Asia,,1770,0
Asia,,1771,0
Asia,,1772,0
Asia,,1773,0
Asia,,1774,0
Asia,,1775,0
Asia,,1776,0
Asia,,1777,0
Asia,,1778,0
Asia,,1779,0
Asia,,1780,0
Asia,,1781,0
Asia,,1782,0
Asia,,1783,0
Asia,,1784,0
Asia,,1785,0
Asia,,1786,0
Asia,,1787,0
Asia,,1788,0
Asia,,1789,0
Asia,,1790,0
Asia,,1791,0
Asia,,1792,0
Asia,,1793,0
Asia,,1794,0
Asia,,1795,0
Asia,,1796,0
Asia,,1797,0
Asia,,1798,0
Asia,,1799,0
Asia,,1800,0
Asia,,1801,0
Asia,,1802,0
Asia,,1803,0
Asia,,1804,0
Asia,,1805,0
Asia,,1806,0
Asia,,1807,0
Asia,,1808,0
Asia,,1809,0
Asia,,1810,0
Asia,,1811,0
Asia,,1812,0
Asia,,1813,0
Asia,,1814,0
Asia,,1815,0
Asia,,1816,0
Asia,,1817,0
Asia,,1818,0
Asia,,1819,0
Asia,,1820,0
Asia,,1821,0
Asia,,1822,0
Asia,,1823,0
Asia,,1824,0
Asia,,1825,0
Asia,,1826,0
Asia,,1827,0
Asia,,1828,0
Asia,,1829,0
Asia,,1830,2126
Asia,,1831,2553
Asia,,1832,1701
Asia,,1833,2126
Asia,,1834,0
Asia,,1835,0
Asia,,1836,0
Asia,,1837,0
Asia,,1838,0
Asia,,1839,0
Asia,,1840,0
Asia,,1841,0
Asia,,1842,0
Asia,,1843,0
Asia,,1844,0
Asia,,1845,0
Asia,,1846,0
Asia,,1847,0
Asia,,1848,0
Asia,,1849,0
Asia,,1850,13187
Asia,,1851,0
Asia,,1852,0
Asia,,1853,0
Asia,,1854,0
Asia,,1855,39987
Asia,,1856,0
Asia,,1857,0
Asia,,1858,450641
Asia,,1859,696040
Asia,,1860,730781
Asia,,1861,608614
Asia,,1862,650756
Asia,,1863,715165
Asia,,1864,694808
Asia,,1865,829874
Asia,,1866,1204999
Asia,,1867,636119
Asia,,1868,527105
Asia,,1869,747343
Asia,,1870,676755
Asia,,1871,899720
Asia,,1872,972686
Asia,,1873,930038
Asia,,1874,1633613
Asia,,1875,2702004
Asia,,1876,2808297
Asia,,1877,2890141
Asia,,1878,5458039
Asia,,1879,5671325
Asia,,1880,6189085
Asia,,1881,6348237
Asia,,1882,6876694
Asia,,1883,7604654
Asia,,1884,8188970
Asia,,1885,8536283
Asia,,1886,9111720
Asia,,1887,10535128
Asia,,1888,11715276
Asia,,1889,13780681
Asia,,1890,15084545
Asia,,1891,17201384
Asia,,1892,18272584
Asia,,1893,20411456
Asia,,1894,22746340
Asia,,1895,26302372
Asia,,1896,28028198
Asia,,1897,30485036
Asia,,1898,36486296
Asia,,1899,38644710
Asia,,1900,43998036
Asia,,1901,50358500
Asia,,1902,52400960
Asia,,1903,55056710
Asia,,1904,61901096
Asia,,1905,62997452
Asia,,1906,70275550
Asia,,1907,97189900
Asia,,1908,105978184
Asia,,1909,109197390
Asia,,1910,110769210
Asia,,1911,117750040
Asia,,1912,119763160
Asia,,1913,137350700
Asia,,1914,142861780
Asia,,1915,136647150
Asia,,1916,149888400
Asia,,1917,161983650
Asia,,1918,166873390
Asia,,1919,183556770
Asia,,1920,175426770
Asia,,1921,171794930
Asia,,1922,181275740
Asia,,1923,199207040
Asia,,1924,213276580
Asia,,1925,215441520
Asia,,1926,218809420
Asia,,1927,236791950
Asia,,1928,248391970
Asia,,1929,258343380
Asia,,1930,257919020
Asia,,1931,248672340
Asia,,1932,248757810
Asia,,1933,273053950
Asia,,1934,309595840
Asia,,1935,337246800
Asia,,1936,364124260
Asia,,1937,385461900
Asia,,1938,394693250
Asia,,1939,418811070
Asia,,1940,471755680
Asia,,1941,478348770
Asia,,1942,447379940
Asia,,1943,440089820
Asia,,1944,440538900
Asia,,1945,328069900
Asia,,1946,315584400
Asia,,1947,380350000
Asia,,1948,383931260
Asia,,1949,382588380
Asia,,1950,400538660
Asia,,1951,454912480
Asia,,1952,504556450
Asia,,1953,540103200
Asia,,1954,591870460
Asia,,1955,674600200
Asia,,1956,749081200
Asia,,1957,843316500
Asia,,1958,1137698600
Asia,,1959,1373387100
Asia,,1960,1538169200
Asia,,1961,1393016700
Asia,,1962,1342041900
Asia,,1963,1422549800
Asia,,1964,1506792300
Asia,,1965,1649219000
Asia,,1966,1796366200
Asia,,1967,1824324200
Asia,,1968,2015173600
Asia,,1969,2288600000
Asia,,1970,2695769600
Asia,,1971,2950089000
Asia,,1972,3120029000
Asia,,1973,3351352300
Asia,,1974,3410965200
Asia,,1975,3576356000
Asia,,1976,3801276000
Asia,,1977,4045921000
Asia,,1978,4227023400
Asia,,1979,4400641500
Asia,,1980,4395379700
Asia,,1981,4368962000
Asia,,1982,4518591000
Asia,,1983,4700642300
Asia,,1984,4974816000
Asia,,1985,5266013700
Asia,,1986,5492050000
Asia,,1987,5727687000
Asia,,1988,6189060000
Asia,,1989,6404369400
Asia,,1990,6608574500
Asia,,1991,7405573000
Asia,,1992,7248764400
Asia,,1993,7582536000
Asia,,1994,7937216500
Asia,,1995,8257986000
Asia,,1996,8596896000
Asia,,1997,8717279000
Asia,,1998,8473237000
Asia,,1999,8952734000
Asia,,2000,9328854000
Asia,,2001,9491190000
Asia,,2002,10012849000
Asia,,2003,11021268000
Asia,,2004,11680722000
Asia,,2005,12527827000
Asia,,2006,13389901000
Asia,,2007,14088936000
Asia,,2008,14828029000
Asia,,2009,15345886000
Asia,,2010,16496831000
Asia,,2011,17715628000
Asia,,2012,18400993000
Asia,,2013,18635370000
Asia,,2014,18959088000
Asia,,2015,19113157000
Asia,,2016,19244577000
Asia,,2017,19773784000
Asia,,2018,20401152000
Asia,,2019,20855636000
Asia,,2020,20519535000
Asia,,2021,21438681000
Asia,,2022,21772347000
China,CHN,1907,19893872
China,CHN,1908,22735854
China,CHN,1909,24251576
China,CHN,1910,25009438
China,CHN,1911,24630506
China,CHN,1912,17029154
China,CHN,1913,24251576
China,CHN,1914,26718416
China,CHN,1915,25420578
China,CHN,1916,30130690
China,CHN,1917,32023448
China,CHN,1918,34747964
China,CHN,1919,37997296
China,CHN,1920,40278456
China,CHN,1921,38762732
China,CHN,1922,39971524
China,CHN,1923,46517556
China,CHN,1924,48846084
China,CHN,1925,45954840
China,CHN,1926,43660164
China,CHN,1927,45808580
China,CHN,1928,47591444
China,CHN,1929,48281828
China,CHN,1930,49558456
China,CHN,1931,51904660
China,CHN,1932,50269150
China,CHN,1933,54111180
China,CHN,1934,62382628
China,CHN,1935,72645970
China,CHN,1936,75477250
China,CHN,1937,70968650
China,CHN,1938,61365520
China,CHN,1939,74426990
China,CHN,1940,90790530
China,CHN,1941,113978570
China,CHN,1942,127613384
China,CHN,1943,108994540
China,CHN,1944,103003570
China,CHN,1945,55892210
China,CHN,1946,36107050
China,CHN,1947,41836136
China,CHN,1948,38400104
China,CHN,1949,62081100
China,CHN,1950,78835290
China,CHN,1951,102115210
China,CHN,1952,127999330
China,CHN,1953,133782880
China,CHN,1954,160877400
China,CHN,1955,190521460
China,CHN,1956,215823980
China,CHN,1957,255784960
China,CHN,1958,524617060
China,CHN,1959,720151550
China,CHN,1960,798799940
China,CHN,1961,570630200
China,CHN,1962,459618080
China,CHN,1963,456779460
China,CHN,1964,460637100
China,CHN,1965,500286370
China,CHN,1966,549459260
China,CHN,1967,460225900
China,CHN,1968,495506560
China,CHN,1969,607683300
China,CHN,1970,807952640
China,CHN,1971,909209700
China,CHN,1972,968645570
China,CHN,1973,1008292600
China,CHN,1974,1028099840
China,CHN,1975,1183215000
China,CHN,1976,1226421200
China,CHN,1977,1340831100
China,CHN,1978,1492777900
China,CHN,1979,1525661200
China,CHN,1980,1494495900
China,CHN,1981,1476487800
China,CHN,1982,1606585000
China,CHN,1983,1694216800
China,CHN,1984,1844828000
China,CHN,1985,1998083000
China,CHN,1986,2104213400
China,CHN,1987,2257738500
China,CHN,1988,2425893600
China,CHN,1989,2463654400
China,CHN,1990,2484854800
China,CHN,1991,2606096100
China,CHN,1992,2730787600
China,CHN,1993,2921651000
China,CHN,1994,3103739000
China,CHN,1995,3361637000
China,CHN,1996,3508818200
China,CHN,1997,3515594200
China,CHN,1998,3364587500
China,CHN,1999,3557274600
China,CHN,2000,3649201000
China,CHN,2001,3728513500
China,CHN,2002,4103042600
China,CHN,2003,4841118700
China,CHN,2004,5217351000
China,CHN,2005,5882143000
China,CHN,2006,6494338000
China,CHN,2007,6983576600
China,CHN,2008,7501498000
China,CHN,2009,7891089400
China,CHN,2010,8620627000
China,CHN,2011,9532409000
China,CHN,2012,9779355000
China,CHN,2013,9956376000
China,CHN,2014,9998674000
China,CHN,2015,9866952000
China,CHN,2016,9765029000
China,CHN,2017,10011151000
China,CHN,2018,10353934000
China,CHN,2019,10721042000
China,CHN,2020,10914012000
China,CHN,2021,11336233000
China,CHN,2022,11396777000
Europe,,1750,9305937
Europe,,1751,9407229
Europe,,1752,9505168
Europe,,1753,9610490
Europe,,1754,9733580
Europe,,1755,9793468
Europe,,1756,9909914
Europe,,1757,10093936
Europe,,1758,10216358
Europe,,1759,10338854
Europe,,1760,10514331
Europe,,1761,10747885
Europe,,1762,10952198
Europe,,1763,11191592
Europe,,1764,11396982
Europe,,1765,11643486
Europe,,1766,11876080
Europe,,1767,12152509
Europe,,1768,12466936
Europe,,1769,12780074
Europe,,1770,13097216
Europe,,1771,13369488
Europe,,1772,13623507
Europe,,1773,13808138
Europe,,1774,14012415
Europe,,1775,14338920
Europe,,1776,14654124
Europe,,1777,14959537
Europe,,1778,15243483
Europe,,1779,15535235
Europe,,1780,15878726
Europe,,1781,16234383
Europe,,1782,16580954
Europe,,1783,17062752
Europe,,1784,17471092
Europe,,1785,17961464
Europe,,1786,18443832
Europe,,1787,18855466
Europe,,1788,19282564
Europe,,1789,19859760
Europe,,1790,20394430
Europe,,1791,20928086
Europe,,1792,21925550
Europe,,1793,22293598
Europe,,1794,22515992
Europe,,1795,22311582
Europe,,1796,22117712
Europe,,1797,22086414
Europe,,1798,23102266
Europe,,1799,27481544
Europe,,1800,32541872
Europe,,1801,31714914
Europe,,1802,40017350
Europe,,1803,29238058
Europe,,1804,31432090
Europe,,1805,30907166
Europe,,1806,32366874
Europe,,1807,35818970
Europe,,1808,35101290
Europe,,1809,35925850
Europe,,1810,39069692
Europe,,1811,39723810
Europe,,1812,40325010
Europe,,1813,40679356
Europe,,1814,41658940
Europe,,1815,42979950
Europe,,1816,44827450
Europe,,1817,48552070
Europe,,1818,50606024
Europe,,1819,50160850
Europe,,1820,49931828
Europe,,1821,51224476
Europe,,1822,53149412
Europe,,1823,55448036
Europe,,1824,56560324
Europe,,1825,59588492
Europe,,1826,60056732
Europe,,1827,64281724
Europe,,1828,65080500
Europe,,1829,64502350
Europe,,1830,86888240
Europe,,1831,80978620
Europe,,1832,79052150
Europe,,1833,79703760
Europe,,1834,85364220
Europe,,1835,93060240
Europe,,1836,102140710
Europe,,1837,100864980
Europe,,1838,100783830
Europe,,1839,104097896
Europe,,1840,112883860
Europe,,1841,115892920
Europe,,1842,122404710
Europe,,1843,124561020
Europe,,1844,132595670
Europe,,1845,143794050
Europe,,1846,144858750
Europe,,1847,155573810
Europe,,1848,156683300
Europe,,1849,166586960
Europe,,1850,176775170
Europe,,1851,173859040
Europe,,1852,180432720
Europe,,1853,186703490
Europe,,1854,221565870
Europe,,1855,221537950
Europe,,1856,236781490
Europe,,1857,238329620
Europe,,1858,241521540
Europe,,1859,254665150
Europe,,1860,281813200
Europe,,1861,300479550
Europe,,1862,305041120
Europe,,1863,321231260
Europe,,1864,346628300
Europe,,1865,371215300
Europe,,1866,383594200
Europe,,1867,401824960
Europe,,1868,406195200
Europe,,1869,425361200
Europe,,1870,431415100
Europe,,1871,459749340
Europe,,1872,496539900
Europe,,1873,522505340
Europe,,1874,484553570
Europe,,1875,534645570
Europe,,1876,547136100
Europe,,1877,545944060
Europe,,1878,551760260
Europe,,1879,569583000
Europe,,1880,640737540
Europe,,1881,657770100
Europe,,1882,680194400
Europe,,1883,718762050
Europe,,1884,714139650
Europe,,1885,716654460
Europe,,1886,715981300
Europe,,1887,743280800
Europe,,1888,787500400
Europe,,1889,824552260
Europe,,1890,862566300
Europe,,1891,893004000
Europe,,1892,879312830
Europe,,1893,854870100
Europe,,1894,927907600
Europe,,1895,952615700
Europe,,1896,996152960
Europe,,1897,1045652100
Europe,,1898,1079152100
Europe,,1899,1149499400
Europe,,1900,1205740700
Europe,,1901,1195211300
Europe,,1902,1196072700
Europe,,1903,1245153500
Europe,,1904,1268420100
Europe,,1905,1305678100
Europe,,1906,1347412200
Europe,,1907,1492824000
Europe,,1908,1517238000
Europe,,1909,1518849500
Europe,,1910,1538628400
Europe,,1911,1574126000
Europe,,1912,1632516000
Europe,,1913,1767390800
Europe,,1914,1573950200
Europe,,1915,1492850200
Europe,,1916,1561168400
Europe,,1917,1533407700
Europe,,1918,1394110300
Europe,,1919,1183809300
Europe,,1920,1373714700
Europe,,1921,1253162200
Europe,,1922,1397922800
Europe,,1923,1335736800
Europe,,1924,1541567200
Europe,,1925,1526838700
Europe,,1926,1308494000
Europe,,1927,1670274800
Europe,,1928,1676897500
Europe,,1929,1820403000
Europe,,1930,1721389300
Europe,,1931,1606790700
Europe,,1932,1493113600
Europe,,1933,1537479300
Europe,,1934,1682513900
Europe,,1935,1767221900
Europe,,1936,1876986400
Europe,,1937,2037087600
Europe,,1938,2046506900
Europe,,1939,2094696600
Europe,,1940,2228871200
Europe,,1941,2143799000
Europe,,1942,1997100000
Europe,,1943,2003704800
Europe,,1944,1890189300
Europe,,1945,1234279600
Europe,,1946,1657621400
Europe,,1947,1908460500
Europe,,1948,2056942600
Europe,,1949,2243740200
Europe,,1950,2383384000
Europe,,1951,2630270000
Europe,,1952,2714044400
Europe,,1953,2791584800
Europe,,1954,2970115000
Europe,,1955,3233784800
Europe,,1956,3445350100
Europe,,1957,3593321500
Europe,,1958,3631810600
Europe,,1959,3713288400
Europe,,1960,3964574500
Europe,,1961,4109427000
Europe,,1962,4336451600
Europe,,1963,4609470500
Europe,,1964,4839294000
Europe,,1965,4981611000
Europe,,1966,5153137700
Europe,,1967,5267011600
Europe,,1968,5512483000
Europe,,1969,5812589600
Europe,,1970,6094492700
Europe,,1971,6323188000
Europe,,1972,6552128500
Europe,,1973,6844701700
Europe,,1974,6862857000
Europe,,1975,6902365700
Europe,,1976,7277034000
Europe,,1977,7333232600
Europe,,1978,7565711000
Europe,,1979,7745266700
Europe,,1980,7749258000
Europe,,1981,7467589600
Europe,,1982,7407606300
Europe,,1983,7414092000
Europe,,1984,7465076700
Europe,,1985,7789208600
Europe,,1986,7802156000
Europe,,1987,7825480700
Europe,,1988,7862962000
Europe,,1989,7828834300
Europe,,1990,8038430700
Europe,,1991,7738463000
Europe,,1992,7097750500
Europe,,1993,6807967000
Europe,,1994,6447623000
Europe,,1995,6424747500
Europe,,1996,6473145300
Europe,,1997,6267733500
Europe,,1998,6240960000
Europe,,1999,6157762000
Europe,,2000,6155590700
Europe,,2001,6282255400
Europe,,2002,6249997000
Europe,,2003,6396391000
Europe,,2004,6429227000
Europe,,2005,6421545500
Europe,,2006,6522041000
Europe,,2007,6479696000
Europe,,2008,6404985300
Europe,,2009,5892881400
Europe,,2010,6123992000
Europe,,2011,6049206000
Europe,,2012,5999425000
Europe,,2013,5844850700
Europe,,2014,5614210000
Europe,,2015,5614495000
Europe,,2016,5606777000
Europe,,2017,5638487600
Europe,,2018,5612440600
Europe,,2019,5436361000
Europe,,2020,5029197000
Europe,,2021,5310309000
Europe,,2022,5105307600
Japan,JPN,1868,10992
Japan,JPN,1869,18320
Japan,JPN,1870,18320
Japan,JPN,1871,25648
Japan,JPN,1872,32976
Japan,JPN,1873,40304
Japan,JPN,1874,586240
Japan,JPN,1875,1439952
Japan,JPN,1876,1403312
Japan,JPN,1877,1289728
Japan,JPN,1878,1857648
Japan,JPN,1879,2315648
Japan,JPN,1880,2348624
Japan,JPN,1881,2414576
Japan,JPN,1882,2513504
Japan,JPN,1883,2711360
Japan,JPN,1884,2956848
Japan,JPN,1885,3348896
Japan,JPN,1886,3605376
Japan,JPN,1887,4473744
Japan,JPN,1888,5169904
Japan,JPN,1889,6254448
Japan,JPN,1890,6756416
Japan,JPN,1891,8123088
Japan,JPN,1892,8075455.5
Japan,JPN,1893,8573760
Japan,JPN,1894,11024976
Japan,JPN,1895,12226768
Japan,JPN,1896,12915600
Japan,JPN,1897,13542144
Japan,JPN,1898,17246448
Japan,JPN,1899,17272096
Japan,JPN,1900,19411872
Japan,JPN,1901,23273728
Japan,JPN,1902,24944512
Japan,JPN,1903,25787232
Japan,JPN,1904,29051856
Japan,JPN,1905,29931216
Japan,JPN,1906,32855088
Japan,JPN,1907,35071810
Japan,JPN,1908,37632944
Japan,JPN,1909,38255824
Japan,JPN,1910,39384336
Japan,JPN,1911,44209824
Japan,JPN,1912,49280800
Japan,JPN,1913,54315136
Japan,JPN,1914,58015776
Japan,JPN,1915,52842210
Japan,JPN,1916,58598350
Japan,JPN,1917,67483550
Japan,JPN,1918,71543260
Japan,JPN,1919,79193700
Japan,JPN,1920,74280270
Japan,JPN,1921,66809380
Japan,JPN,1922,71429680
Japan,JPN,1923,75907090
Japan,JPN,1924,79347580
Japan,JPN,1925,82011310
Japan,JPN,1926,82604880
Japan,JPN,1927,89482210
Japan,JPN,1928,92390570
Japan,JPN,1929,94880340
Japan,JPN,1930,86165784
Japan,JPN,1931,77904010
Japan,JPN,1932,77980500
Japan,JPN,1933,91342500
Japan,JPN,1934,101202820
Japan,JPN,1935,106382490
Japan,JPN,1936,116849070
Japan,JPN,1937,125430960
Japan,JPN,1938,131735120
Japan,JPN,1939,127746840
Japan,JPN,1940,153244270
Japan,JPN,1941,154604580
Japan,JPN,1942,147791840
Japan,JPN,1943,150637470
Japan,JPN,1944,138732700
Japan,JPN,1945,76635160
Japan,JPN,1946,52706560
Japan,JPN,1947,70032370
Japan,JPN,1948,88082370
Japan,JPN,1949,98420104
Japan,JPN,1950,102540984
Japan,JPN,1951,123457650
Japan,JPN,1952,130405976
Japan,JPN,1953,145769800
Japan,JPN,1954,142534100
Japan,JPN,1955,141875000
Japan,JPN,1956,160635760
Japan,JPN,1957,188066740
Japan,JPN,1958,181160880
Japan,JPN,1959,192619980
Japan,JPN,1960,232499630
Japan,JPN,1961,282786880
Japan,JPN,1962,292864450
Japan,JPN,1963,324835460
Japan,JPN,1964,358891070
Japan,JPN,1965,386471200
Japan,JPN,1966,419245120
Japan,JPN,1967,489307420
Japan,JPN,1968,561912500
Japan,JPN,1969,653215400
Japan,JPN,1970,767963140
Japan,JPN,1971,796544260
Japan,JPN,1972,852170240
Japan,JPN,1973,914265200
Japan,JPN,1974,914306240
Japan,JPN,1975,868510700
Japan,JPN,1976,907144500
Japan,JPN,1977,933237700
Japan,JPN,1978,901590100
Japan,JPN,1979,953071360
Japan,JPN,1980,944868600
Japan,JPN,1981,926835500
Japan,JPN,1982,897407740
Japan,JPN,1983,880909440
Japan,JPN,1984,937069900
Japan,JPN,1985,912400830
Japan,JPN,1986,912260000
Japan,JPN,1987,902530300
Japan,JPN,1988,985464300
Japan,JPN,1989,1021681800
Japan,JPN,1990,1157195500
Japan,JPN,1991,1168897300
Japan,JPN,1992,1178674800
Japan,JPN,1993,1171686700
Japan,JPN,1994,1226702200
Japan,JPN,1995,1239048100
Japan,JPN,1996,1251545700
Japan,JPN,1997,1244251100
Japan,JPN,1998,1204402600
Japan,JPN,1999,1241036500
Japan,JPN,2000,1263754800
Japan,JPN,2001,1249162100
Japan,JPN,2002,1278787100
Japan,JPN,2003,1287292500
Japan,JPN,2004,1282686000
Japan,JPN,2005,1290144600
Japan,JPN,2006,1267118500
Japan,JPN,2007,1302836700
Japan,JPN,2008,1232014200
Japan,JPN,2009,1163057300
Japan,JPN,2010,1214707500
Japan,JPN,2011,1264631000
Japan,JPN,2012,1305883500
Japan,JPN,2013,1315192000
Japan,JPN,2014,1264072000
Japan,JPN,2015,1223168600
Japan,JPN,2016,1202454500
Japan,JPN,2017,1186802300
Japan,JPN,2018,1141668900
Japan,JPN,2019,1104539800
Japan,JPN,2020,1039795900
Japan,JPN,2021,1062129300
Japan,JPN,2022,1053797800
Oceania,,1750,0
Oceania,,1751,0
Oceania,,1752,0
Oceania,,1753,0
Oceania,,1754,0
Oceania,,1755,0
Oceania,,1756,0
Oceania,,1757,0
Oceania,,1758,0
Oceania,,1759,0
Oceania,,1760,0
Oceania,,1761,0
Oceania,,1762,0
Oceania,,1763,0
Oceania,,1764,0
Oceania,,1765,0
Oceania,,1766,0
Oceania,,1767,0
Oceania,,1768,0
Oceania,,1769,0
Oceania,,1770,0
Oceania,,1771,0
Oceania,,1772,0
Oceania,,1773,0
Oceania,,1774,0
Oceania,,1775,0
Oceania,,1776,0
Oceania,,1777,0
Oceania,,1778,0
Oceania,,1779,0
Oceania,,1780,0
Oceania,,1781,0
Oceania,,1782,0
Oceania,,1783,0
Oceania,,1784,0
Oceania,,1785,0
Oceania,,1786,0
Oceania,,1787,0
Oceania,,1788,0
Oceania,,1789,0
Oceania,,1790,0
Oceania,,1791,0
Oceania,,1792,0
Oceania,,1793,0
Oceania,,1794,0
Oceania,,1795,0
Oceania,,1796,0
